date,store_id,SKU,sku_name,category,units_sold,price_per_unit_usd,revenue_usd,promotion_flag,unit_of_measure,Date,price_per_unit_usd_fluctuated,price_per_unit_usd_updated
27-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,95,0.57,54.15,0,each,2025-04-27,0.65,0.67
28-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,86,0.57,49.02,0,each,2025-04-28,0.65,0.53
29-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,85,0.57,48.45,0,each,2025-04-29,0.63,0.53
30-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,89,0.57,50.73,0,each,2025-04-30,0.63,0.53
05-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,156,0.57,88.92,0,each,2025-05-01,0.63,0.53
05-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,69,0.57,39.33,0,each,2025-05-02,0.64,0.72
05-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,72,0.57,41.04,0,each,2025-05-03,0.64,0.72
05-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,101,0.57,57.57,0,each,2025-05-04,0.64,0.72
05-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,116,0.57,66.12,0,each,2025-05-05,0.64,0.73
05-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,99,0.57,56.43,0,each,2025-05-06,0.65,0.73
05-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,101,0.57,57.57,0,each,2025-05-07,0.65,0.73
05-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,90,0.57,51.3,0,each,2025-05-08,0.65,0.63
05-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,67,0.57,38.19,0,each,2025-05-09,0.65,0.63
05-10-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,111,0.57,63.27,0,each,2025-05-10,0.62,0.63
13-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,99,0.57,56.43,0,each,2025-05-13,0.62,0.46
14-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,83,0.57,47.31,0,each,2025-05-14,0.62,0.46
15-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,79,0.57,45.03,0,each,2025-05-15,0.59,0.46
16-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,112,0.5,56.18,1,each,2025-05-16,0.59,0.41
17-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,88,0.57,50.16,0,each,2025-05-17,0.59,0.41
18-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,103,0.57,58.71,0,each,2025-05-18,0.5,0.41
19-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,103,0.57,58.71,0,each,2025-05-19,0.5,0.45
20-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,95,0.57,54.15,0,each,2025-05-20,0.5,0.45
21-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,90,0.57,51.3,0,each,2025-05-21,0.62,0.45
22-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,78,0.57,44.46,0,each,2025-05-22,0.62,0.57
23-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,109,0.57,62.13,0,each,2025-05-23,0.62,0.57
24-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,124,0.57,70.68,0,each,2025-05-24,0.52,0.57
25-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,96,0.57,54.72,0,each,2025-05-25,0.52,0.57
26-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,62,0.57,35.34,0,each,2025-05-26,0.52,0.66
27-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,87,0.57,49.59,0,each,2025-05-27,0.63,0.66
28-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,95,0.57,54.15,0,each,2025-05-28,0.63,0.66
29-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,76,0.57,43.32,0,each,2025-05-29,0.63,0.66
30-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,92,0.57,52.44,0,each,2025-05-30,0.56,0.51
31-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,101,0.57,57.57,0,each,2025-05-31,0.56,0.51
06-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,102,0.57,58.14,0,each,2025-06-01,0.56,0.51
06-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,84,0.57,47.88,0,each,2025-06-02,0.56,0.59
06-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,76,0.57,43.32,0,each,2025-06-03,0.54,0.59
06-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,115,0.57,65.55,0,each,2025-06-04,0.54,0.59
06-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,144,0.5,72.23,1,each,2025-06-05,0.54,0.58
06-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,103,0.57,58.71,0,each,2025-06-06,0.54,0.58
06-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,93,0.57,53.01,0,each,2025-06-07,0.55,0.58
06-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,42,0.57,23.94,0,each,2025-06-08,0.55,0.58
06-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,112,0.57,63.84,0,each,2025-06-09,0.55,0.47
06-10-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,85,0.57,48.45,0,each,2025-06-10,0.55,0.47
13-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,77,0.57,43.89,0,each,2025-06-13,0.58,0.47
14-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,137,0.5,68.72,1,each,2025-06-14,0.58,0.47
15-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,128,0.57,72.96,0,each,2025-06-15,0.58,0.61
16-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,91,0.57,51.87,0,each,2025-06-16,0.58,0.61
17-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,90,0.57,51.3,0,each,2025-06-17,0.6,0.61
18-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,48,0.57,27.36,0,each,2025-06-18,0.6,0.58
19-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,86,0.57,49.02,0,each,2025-06-19,0.6,0.58
20-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,104,0.57,59.28,0,each,2025-06-20,0.5,0.58
21-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,128,0.57,72.96,0,each,2025-06-21,0.5,0.58
22-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,157,0.5,78.75,1,each,2025-06-22,0.5,0.51
23-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,76,0.57,43.32,0,each,2025-06-23,0.56,0.51
24-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,100,0.5,50.16,1,each,2025-06-24,0.56,0.51
25-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,84,0.57,47.88,0,each,2025-06-25,0.56,0.72
26-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,104,0.57,59.28,0,each,2025-06-26,0.49,0.72
27-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,65,0.57,37.05,0,each,2025-06-27,0.49,0.72
28-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,107,0.57,60.99,0,each,2025-06-28,0.49,0.72
29-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,121,0.57,68.97,0,each,2025-06-29,0.49,0.57
30-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,100,0.57,57.0,0,each,2025-06-30,0.59,0.57
07-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,73,0.57,41.61,0,each,2025-07-01,0.59,0.57
07-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,84,0.57,47.88,0,each,2025-07-02,0.59,0.57
07-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,68,0.57,38.76,0,each,2025-07-03,0.62,0.57
07-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,82,0.57,46.74,0,each,2025-07-04,0.62,0.57
07-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,119,0.57,67.83,0,each,2025-07-05,0.62,0.57
07-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,94,0.57,53.58,0,each,2025-07-06,0.6,0.58
07-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,60,0.57,34.2,0,each,2025-07-07,0.6,0.58
07-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,83,0.57,47.31,0,each,2025-07-08,0.6,0.58
07-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,115,0.57,65.55,0,each,2025-07-09,0.6,0.64
07-10-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,86,0.57,49.02,0,each,2025-07-10,0.65,0.64
13-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,91,0.57,51.87,0,each,2025-07-13,0.65,0.64
14-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,92,0.57,52.44,0,each,2025-07-14,0.65,0.67
15-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,89,0.57,50.73,0,each,2025-07-15,0.65,0.67
16-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,100,0.5,50.16,1,each,2025-07-16,0.65,0.67
17-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,67,0.57,38.19,0,each,2025-07-17,0.65,0.4
18-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,95,0.57,54.15,0,each,2025-07-18,0.65,0.4
19-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,116,0.5,58.19,1,each,2025-07-19,0.65,0.4
20-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,130,0.57,74.1,0,each,2025-07-20,0.62,0.59
21-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,65,0.57,37.05,0,each,2025-07-21,0.62,0.59
22-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,96,0.57,54.72,0,each,2025-07-22,0.62,0.59
23-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,74,0.57,42.18,0,each,2025-07-23,0.64,0.56
24-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,84,0.57,47.88,0,each,2025-07-24,0.64,0.56
25-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,99,0.57,56.43,0,each,2025-07-25,0.64,0.56
26-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,144,0.57,82.08,0,each,2025-07-26,0.55,0.64
27-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,116,0.57,66.12,0,each,2025-07-27,0.55,0.64
28-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,104,0.57,59.28,0,each,2025-07-28,0.55,0.64
29-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,96,0.57,54.72,0,each,2025-07-29,0.55,0.64
30-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,72,0.57,41.04,0,each,2025-07-30,0.55,0.64
31-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,93,0.57,53.01,0,each,2025-07-31,0.55,0.64
08-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,77,0.57,43.89,0,each,2025-08-01,0.55,0.58
08-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,118,0.57,67.26,0,each,2025-08-02,0.55,0.58
08-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,99,0.57,56.43,0,each,2025-08-03,0.61,0.58
08-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,101,0.57,57.57,0,each,2025-08-04,0.61,0.58
08-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,84,0.57,47.88,0,each,2025-08-05,0.61,0.69
08-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,86,0.57,49.02,0,each,2025-08-06,0.61,0.69
08-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,82,0.57,46.74,0,each,2025-08-07,0.53,0.69
08-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,68,0.57,38.76,0,each,2025-08-08,0.53,0.52
08-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,97,0.57,55.29,0,each,2025-08-09,0.53,0.52
08-10-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,69,0.57,39.33,0,each,2025-08-10,0.53,0.52
13-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,87,0.57,49.59,0,each,2025-08-13,0.61,0.52
14-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,81,0.57,46.17,0,each,2025-08-14,0.61,0.44
15-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,85,0.57,48.45,0,each,2025-08-15,0.61,0.44
16-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,104,0.57,59.28,0,each,2025-08-16,0.57,0.44
17-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,102,0.57,58.14,0,each,2025-08-17,0.57,0.64
18-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,79,0.57,45.03,0,each,2025-08-18,0.57,0.64
19-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,88,0.57,50.16,0,each,2025-08-19,0.53,0.64
20-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,100,0.57,57.0,0,each,2025-08-20,0.53,0.64
21-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,93,0.57,53.01,0,each,2025-08-21,0.53,0.59
22-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,101,0.57,57.57,0,each,2025-08-22,0.49,0.59
23-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,99,0.57,56.43,0,each,2025-08-23,0.49,0.59
24-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,111,0.57,63.27,0,each,2025-08-24,0.49,0.4
25-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,77,0.57,43.89,0,each,2025-08-25,0.49,0.4
26-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,113,0.5,56.68,1,each,2025-08-26,0.49,0.4
27-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,89,0.57,50.73,0,each,2025-08-27,0.49,0.4
28-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,47,0.57,26.79,0,each,2025-08-28,0.49,0.54
29-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,84,0.57,47.88,0,each,2025-08-29,0.51,0.54
30-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,136,0.57,77.52,0,each,2025-08-30,0.51,0.54
31-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,105,0.57,59.85,0,each,2025-08-31,0.51,0.74
09-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,95,0.57,54.15,0,each,2025-09-01,0.51,0.74
09-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,93,0.57,53.01,0,each,2025-09-02,0.54,0.74
09-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,98,0.57,55.86,0,each,2025-09-03,0.54,0.74
09-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,104,0.57,59.28,0,each,2025-09-04,0.54,0.48
09-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,74,0.57,42.18,0,each,2025-09-05,0.5,0.48
09-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,90,0.57,51.3,0,each,2025-09-06,0.5,0.48
09-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,76,0.57,43.32,0,each,2025-09-07,0.5,0.48
09-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,86,0.57,49.02,0,each,2025-09-08,0.6,0.48
09-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,108,0.5,54.17,1,each,2025-09-09,0.6,0.48
09-10-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,89,0.57,50.73,0,each,2025-09-10,0.6,0.48
13-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,115,0.57,65.55,0,each,2025-09-13,0.62,0.55
14-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,144,0.57,82.08,0,each,2025-09-14,0.62,0.55
15-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,76,0.57,43.32,0,each,2025-09-15,0.62,0.55
16-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,91,0.57,51.87,0,each,2025-09-16,0.58,0.7
17-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,90,0.57,51.3,0,each,2025-09-17,0.58,0.7
18-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,59,0.57,33.63,0,each,2025-09-18,0.58,0.7
19-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,91,0.57,51.87,0,each,2025-09-19,0.5,0.7
20-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,71,0.57,40.47,0,each,2025-09-20,0.5,0.72
21-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,141,0.57,80.37,0,each,2025-09-21,0.5,0.72
22-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,97,0.57,55.29,0,each,2025-09-22,0.5,0.72
23-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,60,0.57,34.2,0,each,2025-09-23,0.53,0.72
24-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,93,0.57,53.01,0,each,2025-09-24,0.53,0.68
25-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,93,0.57,53.01,0,each,2025-09-25,0.53,0.68
26-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,97,0.57,55.29,0,each,2025-09-26,0.58,0.68
27-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,114,0.57,64.98,0,each,2025-09-27,0.58,0.57
28-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,110,0.57,62.7,0,each,2025-09-28,0.58,0.57
29-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,60,0.57,34.2,0,each,2025-09-29,0.58,0.57
30-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,117,0.57,66.69,0,each,2025-09-30,0.5,0.41
10-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,72,0.57,41.04,0,each,2025-10-01,0.5,0.41
10-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,74,0.5,37.12,1,each,2025-10-02,0.5,0.41
10-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,100,0.57,57.0,0,each,2025-10-03,0.5,0.4
10-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,118,0.57,67.26,0,each,2025-10-04,0.62,0.4
10-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,132,0.57,75.24,0,each,2025-10-05,0.62,0.4
10-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,104,0.57,59.28,0,each,2025-10-06,0.62,0.61
10-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,77,0.57,43.89,0,each,2025-10-07,0.53,0.61
10-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,91,0.57,51.87,0,each,2025-10-08,0.53,0.61
10-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,89,0.57,50.73,0,each,2025-10-09,0.53,0.71
10-10-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,68,0.57,38.76,0,each,2025-10-10,0.53,0.71
13-10-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,107,0.57,60.99,0,each,2025-10-13,0.58,0.71
11-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,110,0.57,62.7,0,each,2025-11-01,0.58,0.44
11-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,82,0.57,46.74,0,each,2025-11-02,0.58,0.44
11-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,79,0.57,45.03,0,each,2025-11-03,0.58,0.44
11-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,118,0.5,59.19,1,each,2025-11-04,0.54,0.49
11-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,119,0.57,67.83,0,each,2025-11-05,0.54,0.49
11-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,97,0.57,55.29,0,each,2025-11-06,0.54,0.49
11-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,118,0.5,59.19,1,each,2025-11-07,0.54,0.49
11-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,58,0.57,33.06,0,each,2025-11-08,0.65,0.55
11-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,80,0.57,45.6,0,each,2025-11-09,0.65,0.55
11-10-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,115,0.5,57.68,1,each,2025-11-10,0.65,0.55
12-01-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,101,0.57,57.57,0,each,2025-12-01,0.57,0.55
12-02-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,61,0.57,34.77,0,each,2025-12-02,0.57,0.66
12-03-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,83,0.57,47.31,0,each,2025-12-03,0.57,0.66
12-04-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,86,0.57,49.02,0,each,2025-12-04,0.61,0.66
12-05-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,80,0.57,45.6,0,each,2025-12-05,0.61,0.68
12-06-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,76,0.57,43.32,0,each,2025-12-06,0.61,0.68
12-07-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,99,0.57,56.43,0,each,2025-12-07,0.6,0.68
12-08-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,118,0.5,59.19,1,each,2025-12-08,0.6,0.5
12-09-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,85,0.57,48.45,0,each,2025-12-09,0.6,0.5
12-10-2025,Giant_Store_001,1014,Lettuce_Romaine,Vegetable,61,0.57,34.77,0,each,2025-12-10,0.6,0.5
01-11-2024,Giant_Store_001,1015,Cucumber,Vegetable,82,1.52,124.64,0,lb,2024-01-11,1.72,1.64
01-12-2024,Giant_Store_001,1015,Cucumber,Vegetable,85,1.52,129.2,0,lb,2024-01-12,1.72,1.64
02-11-2024,Giant_Store_001,1015,Cucumber,Vegetable,95,1.52,144.4,0,lb,2024-02-11,1.72,1.64
02-12-2024,Giant_Store_001,1015,Cucumber,Vegetable,95,1.52,144.4,0,lb,2024-02-12,1.65,1.73
03-11-2024,Giant_Store_001,1015,Cucumber,Vegetable,109,1.52,165.68,0,lb,2024-03-11,1.65,1.73
03-12-2024,Giant_Store_001,1015,Cucumber,Vegetable,89,1.52,135.28,0,lb,2024-03-12,1.65,1.73
04-11-2024,Giant_Store_001,1015,Cucumber,Vegetable,106,1.52,161.12,0,lb,2024-04-11,1.65,1.1
04-12-2024,Giant_Store_001,1015,Cucumber,Vegetable,87,1.52,132.24,0,lb,2024-04-12,1.36,1.1
05-11-2024,Giant_Store_001,1015,Cucumber,Vegetable,81,1.52,123.12,0,lb,2024-05-11,1.36,1.1
05-12-2024,Giant_Store_001,1015,Cucumber,Vegetable,75,1.52,114.0,0,lb,2024-05-12,1.36,1.36
06-11-2024,Giant_Store_001,1015,Cucumber,Vegetable,97,1.52,147.44,0,lb,2024-06-11,1.36,1.36
06-12-2024,Giant_Store_001,1015,Cucumber,Vegetable,75,1.52,114.0,0,lb,2024-06-12,1.32,1.36
07-11-2024,Giant_Store_001,1015,Cucumber,Vegetable,94,1.52,142.88,0,lb,2024-07-11,1.32,1.56
07-12-2024,Giant_Store_001,1015,Cucumber,Vegetable,154,1.52,234.08,0,lb,2024-07-12,1.32,1.56
08-11-2024,Giant_Store_001,1015,Cucumber,Vegetable,56,1.52,85.12,0,lb,2024-08-11,1.37,1.56
08-12-2024,Giant_Store_001,1015,Cucumber,Vegetable,92,1.52,139.84,0,lb,2024-08-12,1.37,1.56
09-11-2024,Giant_Store_001,1015,Cucumber,Vegetable,96,1.52,145.92,0,lb,2024-09-11,1.37,1.61
09-12-2024,Giant_Store_001,1015,Cucumber,Vegetable,64,1.52,97.28,0,lb,2024-09-12,1.5,1.61
10-11-2024,Giant_Store_001,1015,Cucumber,Vegetable,74,1.52,112.48,0,lb,2024-10-11,1.5,1.61
10-12-2024,Giant_Store_001,1015,Cucumber,Vegetable,76,1.52,115.52,0,lb,2024-10-12,1.5,1.87
14-10-2024,Giant_Store_001,1015,Cucumber,Vegetable,84,1.52,127.68,0,lb,2024-10-14,1.3,1.87
15-10-2024,Giant_Store_001,1015,Cucumber,Vegetable,83,1.52,126.16,0,lb,2024-10-15,1.3,1.87
16-10-2024,Giant_Store_001,1015,Cucumber,Vegetable,74,1.52,112.48,0,lb,2024-10-16,1.3,1.3
17-10-2024,Giant_Store_001,1015,Cucumber,Vegetable,97,1.52,147.44,0,lb,2024-10-17,1.31,1.3
18-10-2024,Giant_Store_001,1015,Cucumber,Vegetable,88,1.52,133.76,0,lb,2024-10-18,1.31,1.3
19-10-2024,Giant_Store_001,1015,Cucumber,Vegetable,76,1.52,115.52,0,lb,2024-10-19,1.31,1.3
20-10-2024,Giant_Store_001,1015,Cucumber,Vegetable,79,1.52,120.08,0,lb,2024-10-20,1.65,1.07
21-10-2024,Giant_Store_001,1015,Cucumber,Vegetable,71,1.52,107.92,0,lb,2024-10-21,1.65,1.07
22-10-2024,Giant_Store_001,1015,Cucumber,Vegetable,71,1.52,107.92,0,lb,2024-10-22,1.65,1.07
23-10-2024,Giant_Store_001,1015,Cucumber,Vegetable,47,1.52,71.44,0,lb,2024-10-23,1.66,1.46
24-10-2024,Giant_Store_001,1015,Cucumber,Vegetable,94,1.52,142.88,0,lb,2024-10-24,1.66,1.46
25-10-2024,Giant_Store_001,1015,Cucumber,Vegetable,135,1.34,180.58,1,lb,2024-10-25,1.66,1.46
26-10-2024,Giant_Store_001,1015,Cucumber,Vegetable,96,1.52,145.92,0,lb,2024-10-26,1.66,1.46
27-10-2024,Giant_Store_001,1015,Cucumber,Vegetable,99,1.52,150.48,0,lb,2024-10-27,1.48,1.59
28-10-2024,Giant_Store_001,1015,Cucumber,Vegetable,101,1.34,135.1,1,lb,2024-10-28,1.48,1.59
29-10-2024,Giant_Store_001,1015,Cucumber,Vegetable,97,1.52,147.44,0,lb,2024-10-29,1.48,1.59
30-10-2024,Giant_Store_001,1015,Cucumber,Vegetable,80,1.52,121.6,0,lb,2024-10-30,1.44,1.59
31-10-2024,Giant_Store_001,1015,Cucumber,Vegetable,107,1.52,162.64,0,lb,2024-10-31,1.44,1.68
